2.036,JPMCB,299 Bill France Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"1,000,095",  
2.037,JPMCB,1235 Southlake Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"950,090",  
2.038,JPMCB,6300 Central Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"950,090",  
2.039,JPMCB,2503 Lebanon Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"925,088",  
2.040,JPMCB,2458 North Wickham Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"900,086",  
2.041,JPMCB,160 North Nova Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"900,086",  
2.042,JPMCB,1301 Northwest Saint Lucie West Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"900,086",  
2.043,JPMCB,1075 Carpenters Way,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"900,086",  
2.044,JPMCB,930 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"900,086",  
2.045,JPMCB,3301 Gulf Breeze Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"850,081",  
2.046,JPMCB,55 Farrs Bridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"812,577",  
2.047,JPMCB,314 East Eau Gallie Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  
2.048,JPMCB,2300 South Atlantic Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  
2.049,JPMCB,9955 Southeast Federal Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  
2.050,JPMCB,5303 Southwest 91st Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"800,076",  
2.051,JPMCB,1610 Woodruff Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"787,575",  
2.052,JPMCB,5727 Gantt Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  
2.053,JPMCB,7879 West Commercial Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  
2.054,JPMCB,140 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  
2.055,JPMCB,234 Barton Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  
2.056,JPMCB,7061 South US Highway 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"750,071",  
2.057,JPMCB,204 West Center Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"725,069",  
2.058,JPMCB,4410 Altama Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"725,069",  
2.059,JPMCB,1935 Galleria Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"710,067",  
2.060,JPMCB,4800 Northwest Blichton Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  
2.061,JPMCB,7001 Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  
2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  
2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  
2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  
2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"687,565",  
2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"687,565",  
2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  
2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  
2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  
2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  
2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"621,559",  
2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"600,057",  
2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"600,057",  
2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"580,055",  
2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"580,055",  
2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"575,055",  
2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"560,053",  
2.078,JPMCB,9601 East Dr. Martin Luther King Junior Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"550,052",  
2.079,JPMCB,2915 Nolensville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,050",  
2.080,JPMCB,496 Mclaws Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,050",  
2.081,JPMCB,201 South Pleasantburg Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"525,050",  
2.082,JPMCB,1250 South Church Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"512,549",  
2.083,JPMCB,1104 Gray Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"505,048",  
2.084,JPMCB,3814 Northwest 43rd Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"500,048",  
2.085,JPMCB,111 North Causeway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"500,048",  
2.086,JPMCB,7804 National Service Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"490,047",  
2.087,JPMCB,201 North Isabella Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"480,046",  
2.088,JPMCB,300 US Highway 43,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"480,046",  
2.089,JPMCB,272 North Fayetteville Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"480,046",  
2.090,JPMCB,112 McClanahan Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"475,045",  
2.091,JPMCB,200 South State Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"470,045",  
2.092,JPMCB,2843 Panola Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"450,043",  
2.093,JPMCB,4441 The Plaza,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"450,043",  
2.094,JPMCB,9627 Dayton Pike,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"440,042",  
2.095,JPMCB,125 East Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"437,542",  
2.096,JPMCB,1301 Taft Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"420,040",  
2.097,JPMCB,745 South Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  
2.098,JPMCB,5980 Imperial Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  
2.099,JPMCB,4601 Jonesboro Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  
2.100,JPMCB,2111 Wade Hampton Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  
2.101,JPMCB,658 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"365,035",  
2.102,JPMCB,414 Wharf Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"355,034",  
2.103,JPMCB,4233 West Stone Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"355,034",  
