9.002,JPMCB,3585 Engineering Drive,  ,  ,  ,  ,  ,  ,  ,  ,No,Primedia,"86,598",12/31/16,  ,  ,  ,  
9.003,JPMCB,6455 East Johns Crossing,  ,  ,  ,  ,  ,  ,  ,  ,No,Admiral Insurance,"16,048",09/30/16,  ,Wells Fargo,"11,457",07/31/12
9.004,JPMCB,6625 The Corners Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Ashworth University,"31,822",12/31/18,  ,Arinso,"29,471",03/31/16
10,JPMCB,Denver West Village,  ,  ,  ,  ,  ,  ,  ,  ,No,United Artists Theatre,"51,789",12/31/17,  ,Bed Bath & Beyond,"36,273",01/31/13
11,JPMCB,Lehigh Valley Portfolio,"132,415",  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
11.001,JPMCB,1640-1660 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"19,000",08/31/17,  ,"Lehigh Valley Hospital, Inc.","15,978",10/31/11
11.002,JPMCB,1455 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Life Insurance Company of North America,"48,418",10/31/13,  ,Central Pennsylvania College,"5,700",05/31/16
11.003,JPMCB,1560 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"23,262",08/31/17,  ,The Guardian Life Insurance Company of America,"14,069",06/30/12
11.004,JPMCB,1550 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Lehigh Valley Academy Regional Charter School,"35,230",08/31/17,  ,"Nobel Learning Communities, Inc.","8,170",06/30/17
11.005,JPMCB,1510 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,No,Visiting Nurses Association,"22,408",01/31/15,  ,"Access Services, Inc.","7,935",03/31/13
11.006,JPMCB,1530 Valley Center Parkway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,"Berkheimer Outsourcing, Inc.","46,400",12/31/14,  ,  ,  ,  
12,JPMCB,Eddy Street Commons at Notre Dame,"69,600",  ,"385,200",  ,  ,  ,  ,  ,No,Notre Dame Office 3rd Floor,"27,489",01/31/25,  ,Notre Dame Office 4th Floor,"27,284",11/30/24
13,JPMCB,SunTrust Bank Portfolio II,  ,  ,  ,  ,  ,  ,  ,  ,Yes,  ,  ,  ,  ,  ,  ,  
13.001,JPMCB,4240 West Lake Mary Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"8,515",12/31/17,  ,  ,  ,  
13.002,JPMCB,26627 US Highway 19 North,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,335",12/31/17,  ,  ,  ,  
13.003,JPMCB,597 Solomons Island Road North,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,664",12/31/17,  ,  ,  ,  
13.004,JPMCB,4425 Lafayette Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"16,000",12/31/17,  ,  ,  ,  
13.005,JPMCB,1850 US Highway 1 South,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,000",12/31/17,  ,  ,  ,  
13.006,JPMCB,2150 Cleveland Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,584",12/31/17,  ,  ,  ,  
13.007,JPMCB,1605 21st Avenue South,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,500",12/31/17,  ,  ,  ,  
13.008,JPMCB,111 Southwest 17th Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,617",12/31/17,  ,  ,  ,  
13.009,JPMCB,7319 Spring Hill Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,028",12/31/17,  ,  ,  ,  
13.010,JPMCB,10000 Taft Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,000",12/31/17,  ,  ,  ,  
13.011,JPMCB,6548 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,613",12/31/17,  ,  ,  ,  
13.012,JPMCB,3990 Southwest State Road 200,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,770",12/31/17,  ,  ,  ,  
13.013,JPMCB,114 West Blue Ridge Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"15,430",12/31/17,  ,  ,  ,  
13.014,JPMCB,240 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"8,000",12/31/17,  ,  ,  ,  
13.015,JPMCB,892 Deltona Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,200",12/31/17,  ,  ,  ,  
13.016,JPMCB,5370 Peachtree Industrial Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,604",12/31/17,  ,  ,  ,  
13.017,JPMCB,7612 State Road 52,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,340",12/31/17,  ,  ,  ,  
13.018,JPMCB,286 Hancock Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,604",12/31/17,  ,  ,  ,  
13.019,JPMCB,100 Flagler Plaza Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,741",12/31/17,  ,  ,  ,  
13.020,JPMCB,7801 Pineville-Matthews Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,440",12/31/17,  ,  ,  ,  
13.021,JPMCB,201 South Peterson Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"14,351",12/31/17,  ,  ,  ,  
13.022,JPMCB,5705 High Point Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,131",12/31/17,  ,  ,  ,  
13.023,JPMCB,804 North Madison Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  
13.024,JPMCB,5473 East Mountain Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,191",12/31/17,  ,  ,  ,  
13.025,JPMCB,5 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,798",12/31/17,  ,  ,  ,  
13.026,JPMCB,1645 Bradley Park Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,470",12/31/17,  ,  ,  ,  
13.027,JPMCB,201 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,847",12/31/17,  ,  ,  ,  
13.028,JPMCB,3000 Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,268",12/31/17,  ,  ,  ,  
13.029,JPMCB,88 Hillsboro Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,268",12/31/17,  ,  ,  ,  
13.030,JPMCB,426 West Walnut Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,700",12/31/17,  ,  ,  ,  
14,JPMCB,Sawyer Heights Village,  ,  ,  ,  ,  ,  ,  ,  ,No,Staples,"20,338",11/30/18,  ,PetSmart,"20,156",08/31/19
15,JPMCB,University Town Center,  ,  ,"136,000",  ,  ,  ,  ,  ,No,TJ Maxx,"26,000",10/31/17,  ,Office Depot,"20,813",02/28/18
16,JPMCB,Maitland 200,  ,  ,  ,  ,  ,  ,  ,  ,No,"Camp, Dresser & McKee","63,286",06/30/17,  ,Digital Risk,"60,425",11/30/15
17,JPMCB,Landing Apartments,"173,000",  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
18,JPMCB,Prattville Town Center,  ,  ,"321,000",  ,  ,  ,  ,  ,No,Ross Dress for Less,"30,060",01/31/18,  ,TJ Maxx,"26,000",07/31/17
19,JPMCB,Northcrest Shopping Center,  ,  ,"390,000",  ,  ,  ,  ,  ,No,REI,"26,791",09/18/18,  ,Old Navy,"17,542",10/31/16
20,JPMCB,Verizon Alabama HQ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,Verizon Wireless,"152,166",09/03/18,  ,  ,  ,  
21,JPMCB,Brooks Corner,  ,  ,"750,000",  ,  ,  ,  ,  ,No,Ross Dress for Less,"30,105",01/31/16,  ,Conn's,"30,000",11/30/15
22,JPMCB,Bayport Commons,"39,000",  ,"218,592",  ,  ,  ,  ,  ,No,Best Buy,"30,045",01/31/19,  ,Michaels,"21,152",02/28/18
23,JPMCB,Inman Grove Shopping Center,  ,  ,"201,600",  ,  ,  ,  ,  ,No,Stop & Shop,"46,725",01/31/16,  ,Rite Aid,"9,620",06/30/15
24,JPMCB,River North Portfolio,"27,600",  ,"300,000",  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
24.001,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,No,Asia on Illinois,"16,200",01/31/19,  ,Gravity Tank,"16,000",02/28/18
24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,No,Nahabedian Restaurant Group,"9,438",11/30/15,  ,Potbelly Sandwich Works,"5,126",08/31/13
25,JPMCB,Fairview Heights Plaza,  ,  ,"237,600",  ,  ,  ,  ,  ,No,Gordmans,"60,137",12/31/19,  ,The Sports Authority,"40,588",07/31/14
26,JPMCB,Heritage Commons III,"54,000",  ,  ,  ,  ,  ,  ,  ,Yes,"DynCorp International, LLC","119,001",12/31/18,  ,  ,  ,  
27,JPMCB,Bird Creek Crossing,  ,  ,  ,  ,  ,  ,  ,  ,No,Best Buy,"30,038",01/31/18,  ,PetSmart,"19,900",04/30/18
28,JPMCB,Red Top Plaza,  ,  ,  ,  ,  ,  ,  ,  ,No,Jewel-Osco,"66,844",11/30/20,  ,Tuesday Morning,"7,595",07/15/12
29,JPMCB,Shaw's Londonderry,"90,360",  ,"300,000",  ,  ,  ,  ,  ,No,TJ Maxx,"78,792",05/27/16,  ,Shaw's Supermarkets,"61,099",03/25/24
30,JPMCB,Kensington Place MHC,"48,840",  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
31,JPMCB,Franklin Centre,  ,  ,  ,  ,  ,  ,  ,  ,No,Pick 'N Save,"72,000",12/31/18,  ,Office Max,"18,392",07/31/19
32,JPMCB,Village Ten Center,  ,  ,  ,  ,  ,  ,  ,  ,No,Life Time Fitness,"107,928",12/31/26,  ,Cub Foods,"68,141",12/05/22
33,JPMCB,Caton Crossing,  ,  ,  ,  ,  ,  ,  ,  ,No,Strack & Van Til,"56,192",07/31/20,  ,Hallmark,"5,000",03/31/13
34,JPMCB,340 North Belt Place,"99,600",  ,"350,000",  ,  ,  ,  ,  ,No,"Noble Energy, Inc.","10,848",01/31/15,  ,A Little Entertainment LTD,"10,126",12/31/15
35,JPMCB,Morningstar of Chapel Hill,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
36,JPMCB,The Cove at Southern,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
37,JPMCB,Lake Mary Plaza,  ,  ,  ,  ,  ,  ,  ,  ,No,Walgreens,"14,880",05/31/86,  ,The UPS Store,"1,844",05/31/14
38,JPMCB,Creek Crossing Shopping Center,  ,  ,  ,  ,  ,  ,  ,  ,No,Kroger Co.,"47,192",05/09/21,  ,Animal Clinic,"3,000",05/31/13
39,JPMCB,Walgreens Plaza,  ,  ,  ,  ,  ,  ,  ,  ,No,Walgreens,"14,820",05/31/86,  ,L-3 Communications,"12,959",02/28/15
40,JPMCB,Heritage Square,  ,  ,  ,  ,  ,  ,  ,  ,No,Walgreens,"10,479",05/31/86,  ,Chianti's Restaurant,"2,500",12/31/15
41,JPMCB,Towneplace Suites Charlotte,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
42,JPMCB,Fairfield Inn & Suites East Ridge,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
43,JPMCB,Academy Sports Weslaco,  ,  ,  ,  ,  ,  ,  ,  ,Yes,Academy Sports + Outdoors,"72,514",05/31/31,  ,  ,  ,  
44,JPMCB,Morningstar of Virginia Beach,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  
