2.086,JPMCB,7804 National Service Road,"3,076",Square Feet,100.0%,06/15/11,"980,000",05/20/11,  ,"490,047",  ,"490,047",  ,0.0%,  ,  ,  ,  ,  ,  
2.087,JPMCB,201 North Isabella Street,"13,455",Square Feet,100.0%,06/15/11,"960,000",05/11/11,  ,"480,046",  ,"480,046",  ,0.0%,  ,  ,  ,  ,  ,  
2.088,JPMCB,300 US Highway 43,"2,912",Square Feet,100.0%,06/15/11,"960,000",05/09/11,  ,"480,046",  ,"480,046",  ,0.0%,  ,  ,  ,  ,  ,  
2.089,JPMCB,272 North Fayetteville Street,"2,955",Square Feet,100.0%,06/15/11,"960,000",05/17/11,  ,"480,046",  ,"480,046",  ,0.0%,  ,  ,  ,  ,  ,  
2.090,JPMCB,112 McClanahan Street,"3,164",Square Feet,100.0%,06/15/11,"950,000",05/20/11,  ,"475,045",  ,"475,045",  ,0.0%,  ,  ,  ,  ,  ,  
2.091,JPMCB,200 South State Street,"4,760",Square Feet,100.0%,06/15/11,"940,000",05/20/11,  ,"470,045",  ,"470,045",  ,0.0%,  ,  ,  ,  ,  ,  
2.092,JPMCB,2843 Panola Road,"2,688",Square Feet,100.0%,06/15/11,"900,000",05/10/11,  ,"450,043",  ,"450,043",  ,0.0%,  ,  ,  ,  ,  ,  
2.093,JPMCB,4441 The Plaza,"3,200",Square Feet,100.0%,06/15/11,"900,000",05/20/11,  ,"450,043",  ,"450,043",  ,0.0%,  ,  ,  ,  ,  ,  
2.094,JPMCB,9627 Dayton Pike,"3,950",Square Feet,100.0%,06/15/11,"880,000",05/16/11,  ,"440,042",  ,"440,042",  ,0.0%,  ,  ,  ,  ,  ,  
2.095,JPMCB,125 East Virginia Avenue,"3,200",Square Feet,100.0%,06/15/11,"875,000",05/20/11,  ,"437,542",  ,"437,542",  ,0.0%,  ,  ,  ,  ,  ,  
2.096,JPMCB,1301 Taft Highway,"3,764",Square Feet,100.0%,06/15/11,"840,000",05/16/11,  ,"420,040",  ,"420,040",  ,0.0%,  ,  ,  ,  ,  ,  
2.097,JPMCB,745 South Broad Street,"3,000",Square Feet,100.0%,06/15/11,"800,000",05/10/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  
2.098,JPMCB,5980 Imperial Parkway,"2,277",Square Feet,100.0%,06/15/11,"800,000",05/12/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  
2.099,JPMCB,4601 Jonesboro Road,"5,009",Square Feet,100.0%,06/15/11,"800,000",05/10/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  
2.100,JPMCB,2111 Wade Hampton Boulevard,"2,279",Square Feet,100.0%,06/15/11,"800,000",05/18/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  
2.101,JPMCB,658 Main Street,"3,182",Square Feet,100.0%,06/15/11,"730,000",05/12/11,  ,"365,035",  ,"365,035",  ,0.0%,  ,  ,  ,  ,  ,  
2.102,JPMCB,414 Wharf Street,"4,100",Square Feet,100.0%,06/15/11,"710,000",05/16/11,  ,"355,034",  ,"355,034",  ,0.0%,  ,  ,  ,  ,  ,  
2.103,JPMCB,4233 West Stone Drive,"2,560",Square Feet,100.0%,06/15/11,"710,000",05/16/11,  ,"355,034",  ,"355,034",  ,0.0%,  ,  ,  ,  ,  ,  
