2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,450",12/31/17,  ,  ,  ,  
2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,016",12/31/17,  ,  ,  ,  
2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,000",12/31/17,  ,  ,  ,  
2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,006",12/31/17,  ,  ,  ,  
2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,701",12/31/17,  ,  ,  ,  
2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,770",12/31/17,  ,  ,  ,  
2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,750",12/31/17,  ,  ,  ,  
2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,638",12/31/17,  ,  ,  ,  
2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,211",12/31/17,  ,  ,  ,  
2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,659",12/31/17,  ,  ,  ,  
2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,350",12/31/17,  ,  ,  ,  
2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,500",12/31/17,  ,  ,  ,  
2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,955",12/31/17,  ,  ,  ,  
2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,230",12/31/17,  ,  ,  ,  
2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  
2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,156",12/31/17,  ,  ,  ,  
2.078,JPMCB,9601 East Dr. Martin Luther King Junior Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,988",12/31/17,  ,  ,  ,  
2.079,JPMCB,2915 Nolensville Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,886",12/31/17,  ,  ,  ,  
2.080,JPMCB,496 Mclaws Circle,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,211",12/31/17,  ,  ,  ,  
2.081,JPMCB,201 South Pleasantburg Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,251",12/31/17,  ,  ,  ,  
2.082,JPMCB,1250 South Church Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,320",12/31/17,  ,  ,  ,  
2.083,JPMCB,1104 Gray Highway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,532",12/31/17,  ,  ,  ,  
2.084,JPMCB,3814 Northwest 43rd Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,500",12/31/17,  ,  ,  ,  
2.085,JPMCB,111 North Causeway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,922",12/31/17,  ,  ,  ,  
2.086,JPMCB,7804 National Service Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,076",12/31/17,  ,  ,  ,  
2.087,JPMCB,201 North Isabella Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"13,455",12/31/17,  ,  ,  ,  
2.088,JPMCB,300 US Highway 43,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,912",12/31/17,  ,  ,  ,  
2.089,JPMCB,272 North Fayetteville Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,955",12/31/17,  ,  ,  ,  
2.090,JPMCB,112 McClanahan Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,164",12/31/17,  ,  ,  ,  
2.091,JPMCB,200 South State Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,760",12/31/17,  ,  ,  ,  
2.092,JPMCB,2843 Panola Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,688",12/31/17,  ,  ,  ,  
2.093,JPMCB,4441 The Plaza,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  
2.094,JPMCB,9627 Dayton Pike,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,950",12/31/17,  ,  ,  ,  
2.095,JPMCB,125 East Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  
2.096,JPMCB,1301 Taft Highway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,764",12/31/17,  ,  ,  ,  
2.097,JPMCB,745 South Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,000",12/31/17,  ,  ,  ,  
2.098,JPMCB,5980 Imperial Parkway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,277",12/31/17,  ,  ,  ,  
2.099,JPMCB,4601 Jonesboro Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,009",12/31/17,  ,  ,  ,  
2.100,JPMCB,2111 Wade Hampton Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,279",12/31/17,  ,  ,  ,  
2.101,JPMCB,658 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,182",12/31/17,  ,  ,  ,  
2.102,JPMCB,414 Wharf Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,100",12/31/17,  ,  ,  ,  
2.103,JPMCB,4233 West Stone Drive,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,560",12/31/17,  ,  ,  ,  
