2.059,JPMCB,1935 Galleria Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.060,JPMCB,4800 Northwest Blichton Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.061,JPMCB,7001 Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.078,JPMCB,9601 East Dr. Martin Luther King Junior Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.079,JPMCB,2915 Nolensville Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.080,JPMCB,496 Mclaws Circle,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.081,JPMCB,201 South Pleasantburg Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.082,JPMCB,1250 South Church Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.083,JPMCB,1104 Gray Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.084,JPMCB,3814 Northwest 43rd Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.085,JPMCB,111 North Causeway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.086,JPMCB,7804 National Service Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.087,JPMCB,201 North Isabella Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.088,JPMCB,300 US Highway 43,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.089,JPMCB,272 North Fayetteville Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.090,JPMCB,112 McClanahan Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.091,JPMCB,200 South State Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.092,JPMCB,2843 Panola Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.093,JPMCB,4441 The Plaza,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.094,JPMCB,9627 Dayton Pike,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.095,JPMCB,125 East Virginia Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.096,JPMCB,1301 Taft Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.097,JPMCB,745 South Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.098,JPMCB,5980 Imperial Parkway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.099,JPMCB,4601 Jonesboro Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.100,JPMCB,2111 Wade Hampton Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.101,JPMCB,658 Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.102,JPMCB,414 Wharf Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.103,JPMCB,4233 West Stone Drive,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
