2.042,JPMCB,1301 Northwest Saint Lucie West Boulevard,95.0%,"143,134","4,294","138,840","5,480","133,360",  ,  ,  ,  ,Fee,  ,  ,  
2.043,JPMCB,1075 Carpenters Way,95.0%,"146,298","4,389","141,909","6,765","135,144",  ,  ,  ,  ,Fee,  ,  ,  
2.044,JPMCB,930 Main Street,95.0%,"137,564","4,127","133,437","11,682","121,755",  ,  ,  ,  ,Fee,  ,  ,  
2.045,JPMCB,3301 Gulf Breeze Parkway,95.0%,"119,622","3,589","116,033","7,124","108,909",  ,  ,  ,  ,Fee,  ,  ,  
2.046,JPMCB,55 Farrs Bridge Road,95.0%,"126,037","3,781","122,256","6,850","115,406",  ,  ,  ,  ,Fee,  ,  ,  
2.047,JPMCB,314 East Eau Gallie Boulevard,95.0%,"114,883","3,446","111,436","5,138","106,299",  ,  ,  ,  ,Fee,  ,  ,  
2.048,JPMCB,2300 South Atlantic Avenue,95.0%,"124,807","3,744","121,063","4,932","116,131",  ,  ,  ,  ,Fee,  ,  ,  
2.049,JPMCB,9955 Southeast Federal Highway,95.0%,"133,041","3,991","129,050","4,658","124,392",  ,  ,  ,  ,Fee,  ,  ,  
2.050,JPMCB,5303 Southwest 91st Drive,95.0%,"111,417","3,342","108,074","6,055","102,019",  ,  ,  ,  ,Fee,  ,  ,  
2.051,JPMCB,1610 Woodruff Road,95.0%,"119,777","3,593","116,184","5,250","110,934",  ,  ,  ,  ,Fee,  ,  ,  
2.052,JPMCB,5727 Gantt Road,95.0%,"110,872","3,326","107,546","4,289","103,257",  ,  ,  ,  ,Fee,  ,  ,  
2.053,JPMCB,7879 West Commercial Boulevard,95.0%,"135,316","4,059","131,257","5,480","125,777",  ,  ,  ,  ,Fee,  ,  ,  
2.054,JPMCB,140 West Main Street,95.0%,"130,675","3,920","126,755","7,398","119,357",  ,  ,  ,  ,Fee,  ,  ,  
2.055,JPMCB,234 Barton Boulevard,95.0%,"119,735","3,592","116,143","5,024","111,119",  ,  ,  ,  ,Fee,  ,  ,  
2.056,JPMCB,7061 South US Highway 1,95.0%,"114,507","3,435","111,072","4,384","106,688",  ,  ,  ,  ,Fee,  ,  ,  
2.057,JPMCB,204 West Center Street,95.0%,"116,098","3,483","112,615","7,512","105,103",  ,  ,  ,  ,Fee,  ,  ,  
2.058,JPMCB,4410 Altama Avenue,95.0%,"102,039","3,061","98,978","6,302","92,676",  ,  ,  ,  ,Fee,  ,  ,  
2.059,JPMCB,1935 Galleria Boulevard,95.0%,"119,095","3,573","115,522","4,368","111,154",  ,  ,  ,  ,Fee,  ,  ,  
2.060,JPMCB,4800 Northwest Blichton Road,95.0%,"105,700","3,171","102,529","7,653","94,876",  ,  ,  ,  ,Fee,  ,  ,  
2.061,JPMCB,7001 Lee Highway,95.0%,"101,979","3,059","98,920","6,928","91,992",  ,  ,  ,  ,Fee,  ,  ,  
2.062,JPMCB,344 Monument Road,95.0%,"97,401","2,922","94,479","4,727","89,753",  ,  ,  ,  ,Fee,  ,  ,  
2.063,JPMCB,3850 Rockbridge Road,95.0%,"120,261","3,608","116,654","9,612","107,042",  ,  ,  ,  ,Fee,  ,  ,  
2.064,JPMCB,4142 Sixth Street South,95.0%,"108,896","3,267","105,629","4,110","101,519",  ,  ,  ,  ,Fee,  ,  ,  
2.065,JPMCB,189 South Lowry Street,95.0%,"95,903","2,877","93,026","6,858","86,168",  ,  ,  ,  ,Fee,  ,  ,  
2.066,JPMCB,222 South Main Street,95.0%,"104,280","3,128","101,152","6,440","94,711",  ,  ,  ,  ,Fee,  ,  ,  
2.067,JPMCB,3720 3rd Street South,95.0%,"89,375","2,681","86,694","3,795","82,899",  ,  ,  ,  ,Fee,  ,  ,  
2.068,JPMCB,21744 State Road 54,95.0%,"98,309","2,949","95,360","5,138","90,222",  ,  ,  ,  ,Fee,  ,  ,  
2.069,JPMCB,4041 Rowan Road,95.0%,"95,373","2,861","92,511","4,984","87,527",  ,  ,  ,  ,Fee,  ,  ,  
2.070,JPMCB,4986 North Henry Boulevard,95.0%,"105,398","3,162","102,236","8,509","93,727",  ,  ,  ,  ,Fee,  ,  ,  
2.071,JPMCB,62 Market Street,95.0%,"134,285","4,029","130,256","9,123","121,133",  ,  ,  ,  ,Fee,  ,  ,  
2.072,JPMCB,610 East Derenne Avenue,95.0%,"84,445","2,533","81,911","4,590","77,322",  ,  ,  ,  ,Fee,  ,  ,  
2.073,JPMCB,4125 State Road 60,95.0%,"91,642","2,749","88,892","3,425","85,467",  ,  ,  ,  ,Fee,  ,  ,  
2.074,JPMCB,1821 Hillandale Road,95.0%,"89,385","2,682","86,704","4,048","82,655",  ,  ,  ,  ,Fee,  ,  ,  
2.075,JPMCB,180 Gaines School Road,95.0%,"81,420","2,443","78,977","4,425","74,552",  ,  ,  ,  ,Fee,  ,  ,  
2.076,JPMCB,2815 Skidaway Road,95.0%,"80,664","2,420","78,244","4,384","73,860",  ,  ,  ,  ,Fee,  ,  ,  
2.077,JPMCB,2100 West Cumberland Street,95.0%,"92,190","2,766","89,425","5,694","83,731",  ,  ,  ,  ,Fee,  ,  ,  
2.078,JPMCB,9601 East Dr. Martin Luther King Junior Boulevard,95.0%,"84,358","2,531","81,827","4,094","77,734",  ,  ,  ,  ,Fee,  ,  ,  
2.079,JPMCB,2915 Nolensville Road,95.0%,"73,480","2,204","71,276","5,324","65,952",  ,  ,  ,  ,Fee,  ,  ,  
2.080,JPMCB,496 Mclaws Circle,95.0%,"73,568","2,207","71,361","3,029","68,332",  ,  ,  ,  ,Fee,  ,  ,  
2.081,JPMCB,201 South Pleasantburg Drive,95.0%,"81,949","2,458","79,491","4,454","75,037",  ,  ,  ,  ,Fee,  ,  ,  
2.082,JPMCB,1250 South Church Street,95.0%,"85,826","2,575","83,251","7,288","75,963",  ,  ,  ,  ,Fee,  ,  ,  
2.083,JPMCB,1104 Gray Highway,95.0%,"71,226","2,137","69,089","4,839","64,250",  ,  ,  ,  ,Fee,  ,  ,  
2.084,JPMCB,3814 Northwest 43rd Street,95.0%,"70,581","2,117","68,463","3,425","65,038",  ,  ,  ,  ,Fee,  ,  ,  
2.085,JPMCB,111 North Causeway,95.0%,"83,624","2,509","81,115","4,003","77,112",  ,  ,  ,  ,Fee,  ,  ,  
2.086,JPMCB,7804 National Service Road,95.0%,"80,639","2,419","78,220","4,214","74,006",  ,  ,  ,  ,Fee,  ,  ,  
2.087,JPMCB,201 North Isabella Street,95.0%,"67,833","2,035","65,798","18,433","47,365",  ,  ,  ,  ,Fee,  ,  ,  
2.088,JPMCB,300 US Highway 43,95.0%,"64,595","1,938","62,658","3,989","58,668",  ,  ,  ,  ,Fee,  ,  ,  
2.089,JPMCB,272 North Fayetteville Street,95.0%,"77,437","2,323","75,114","4,048","71,066",  ,  ,  ,  ,Fee,  ,  ,  
2.090,JPMCB,112 McClanahan Street,95.0%,"66,995","2,010","64,985","4,335","60,651",  ,  ,  ,  ,Fee,  ,  ,  
2.091,JPMCB,200 South State Street,95.0%,"105,589","3,168","102,421","6,521","95,900",  ,  ,  ,  ,Fee,  ,  ,  
2.092,JPMCB,2843 Panola Road,95.0%,"81,309","2,439","78,870","3,683","75,187",  ,  ,  ,  ,Fee,  ,  ,  
2.093,JPMCB,4441 The Plaza,95.0%,"100,023","3,001","97,022","4,384","92,638",  ,  ,  ,  ,Fee,  ,  ,  
2.094,JPMCB,9627 Dayton Pike,95.0%,"63,724","1,912","61,813","5,412","56,401",  ,  ,  ,  ,Fee,  ,  ,  
2.095,JPMCB,125 East Virginia Avenue,95.0%,"67,757","2,033","65,725","4,384","61,341",  ,  ,  ,  ,Fee,  ,  ,  
2.096,JPMCB,1301 Taft Highway,95.0%,"60,724","1,822","58,902","5,157","53,745",  ,  ,  ,  ,Fee,  ,  ,  
2.097,JPMCB,745 South Broad Street,95.0%,"69,572","2,087","67,485","4,110","63,375",  ,  ,  ,  ,Fee,  ,  ,  
2.098,JPMCB,5980 Imperial Parkway,95.0%,"65,165","1,955","63,210","3,119","60,090",  ,  ,  ,  ,Fee,  ,  ,  
2.099,JPMCB,4601 Jonesboro Road,95.0%,"60,607","1,818","58,788","6,862","51,926",  ,  ,  ,  ,Fee,  ,  ,  
2.100,JPMCB,2111 Wade Hampton Boulevard,95.0%,"62,043","1,861","60,182","3,122","57,060",  ,  ,  ,  ,Fee,  ,  ,  
2.101,JPMCB,658 Main Street,95.0%,"51,334","1,540","49,794","4,359","45,435",  ,  ,  ,  ,Fee,  ,  ,  
2.102,JPMCB,414 Wharf Street,95.0%,"62,010","1,860","60,150","5,617","54,533",  ,  ,  ,  ,Fee,  ,  ,  
2.103,JPMCB,4233 West Stone Drive,95.0%,"51,625","1,549","50,076","3,507","46,569",  ,  ,  ,  ,Fee,  ,  ,  
