24.001,JPMCB,114. W. Illinois,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,767,678",  
24.002,JPMCB,500 N. Clark,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"3,819,793",  
25,JPMCB,Fairview Heights Plaza,"67,102.70","805,232.40",06/10/11,08/01/11,  ,  ,58,358,0,2,1,0,0,07/01/16,No,  ,"11,530,293",61.7%
26,JPMCB,Heritage Commons III,"70,338.41","844,060.92",06/28/11,08/01/11,  ,  ,58,298,0,2,1,0,0,07/01/16,Yes,12/01/18,"10,977,697",57.8%
27,JPMCB,Bird Creek Crossing,"51,057.73","612,692.76",06/02/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"11,681,500",55.0%
28,JPMCB,Red Top Plaza,"53,603.75","643,245.00",08/30/11,10/01/11,  ,  ,120,0,120,0,1,0,0,09/01/21,No,  ,"11,400,000",57.0%
29,JPMCB,Shaw's Londonderry,"69,867.98","838,415.76",09/01/11,10/01/11,  ,  ,120,300,0,0,1,0,0,09/01/21,No,  ,"8,475,743",49.9%
30,JPMCB,Kensington Place MHC,"52,270.26","627,243.12",07/22/11,09/01/11,  ,  ,119,359,0,1,1,0,0,08/01/21,No,  ,"7,567,231",54.4%
31,JPMCB,Franklin Centre,"49,463.39","593,560.68",06/29/11,08/01/11,  ,  ,118,358,0,2,1,0,0,07/01/21,No,  ,"7,151,445",57.2%
32,JPMCB,Village Ten Center,"36,355.15","436,261.80",06/01/11,07/01/11,  ,  ,117,0,120,3,1,0,0,06/01/21,No,  ,"8,300,000",50.0%
33,JPMCB,Caton Crossing,"33,857.54","406,290.48",06/01/11,07/01/11,  ,  ,117,0,120,3,1,0,0,06/01/21,No,  ,"7,700,000",56.2%
34,JPMCB,340 North Belt Place,"38,017.15","456,205.80",05/27/11,07/01/11,  ,  ,117,333,0,3,1,0,0,06/01/21,No,  ,"5,367,831",55.9%
35,JPMCB,Morningstar of Chapel Hill,"38,290.33","459,483.96",09/02/11,10/01/11,10/01/11,11/01/11,61,360,1,0,1,0,0,10/01/16,No,  ,"6,027,347",68.1%
36,JPMCB,The Cove at Southern,"34,139.01","409,668.12",08/26/11,10/01/11,  ,  ,60,360,0,0,1,0,0,09/01/16,No,  ,"5,454,703",64.9%
37,JPMCB,Lake Mary Plaza,"21,949.83","263,397.96",06/13/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"5,080,000",53.3%
38,JPMCB,Creek Crossing Shopping Center,"27,364.67","328,376.04",07/11/11,09/01/11,  ,  ,59,359,0,1,1,0,0,08/01/16,No,  ,"4,655,883",64.7%
39,JPMCB,Walgreens Plaza,"20,895.55","250,746.60",06/13/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"4,650,000",49.5%
40,JPMCB,Heritage Square,"19,270.92","231,251.04",06/13/11,08/01/11,  ,  ,118,0,120,2,1,0,0,07/01/21,No,  ,"4,460,000",55.1%
41,JPMCB,Towneplace Suites Charlotte,"28,497.72","341,972.64",08/17/11,10/01/11,  ,  ,60,300,0,0,1,0,0,09/01/16,No,  ,"3,921,432",54.5%
42,JPMCB,Fairfield Inn & Suites East Ridge,"26,914.51","322,974.12",08/22/11,10/01/11,  ,  ,60,300,0,0,1,0,0,09/01/16,No,  ,"3,703,575",54.5%
43,JPMCB,Academy Sports Weslaco,"21,011.29","252,135.48",06/10/11,08/01/11,  ,  ,118,358,0,2,1,5,0,07/01/21,No,  ,"3,067,672",50.3%
44,JPMCB,Morningstar of Virginia Beach,"21,074.52","252,894.24",09/02/11,10/01/11,10/01/11,11/01/11,61,360,1,0,1,0,0,10/01/16,No,  ,"3,317,377",64.4%
